Tweet,Keyword,tweet_lowercase,tweet_without_stopwords
"Election crowds could give rise to fresh surge in Covid-19 cases, experts warn Health Ministry says it has asked agencies to step up vigilance and maintain supply of essential medical items including the reagents.  — by @arjunpoudeltkp",COVID-19,"election crowds could give rise to fresh surge in covid-19 cases, experts warn health ministry says it has asked agencies to step up vigilance and maintain supply of essential medical items including the reagents.  — by @arjunpoudeltkp","election crowds could give rise fresh surge covid-19 cases , experts warn health ministry says asked agencies step vigilance maintain supply essential medical items including reagents . — @ arjunpoudeltkp"
"OPINION: Hybrid working post Covid-19 A hybrid working model can be good for productivity, inclusion and motivation.  — by Gemma Dale",COVID-19,"opinion: hybrid working post covid-19 a hybrid working model can be good for productivity, inclusion and motivation.  — by gemma dale","opinion : hybrid working post covid-19 hybrid working model good productivity , inclusion motivation . — gemma dale"
"Shanghai, China’s most populous city, on Tuesday again tightened the first phase of a two-stage Covid-19 lockdown, asking some residents to stay indoors unless they are getting tested as the number of daily cases rose beyond 4,400. ",COVID-19,"shanghai, china’s most populous city, on tuesday again tightened the first phase of a two-stage covid-19 lockdown, asking some residents to stay indoors unless they are getting tested as the number of daily cases rose beyond 4,400. ","shanghai , china ’ populous city , tuesday tightened first phase two-stage covid-19 lockdown , asking residents stay indoors unless getting tested number daily cases rose beyond 4,400 ."
Nepal reports 41 new Covid-19 cases The number of active cases stands at 208. ,COVID-19,nepal reports 41 new covid-19 cases the number of active cases stands at 208. ,nepal reports 41 new covid-19 cases number active cases stands 208 .
Nepal reports five new Covid-19 cases The number of active cases stands at 110. ,COVID-19,nepal reports five new covid-19 cases the number of active cases stands at 110. ,nepal reports five new covid-19 cases number active cases stands 110 .
"Nepal reports 230 new Covid-19 cases According to the ministry, 983,781 infected people have recovered from the disease so far. The number of active cases stands at 2,505. ",COVID-19,"nepal reports 230 new covid-19 cases according to the ministry, 983,781 infected people have recovered from the disease so far. the number of active cases stands at 2,505. ","nepal reports 230 new covid-19 cases according ministry , 983,781 infected people recovered disease far . number active cases stands 2,505 ."
OPINION: Covid-19: No longer a pandemic? There is still a lack of scientific consensus on the criterion that determines whether a pandemic is over.  — by Sher Bahadur Pun,COVID-19,opinion: covid-19: no longer a pandemic? there is still a lack of scientific consensus on the criterion that determines whether a pandemic is over.  — by sher bahadur pun,opinion : covid-19 : longer pandemic ? still lack scientific consensus criterion determines whether pandemic . — sher bahadur pun
"WHO declares end to Covid global health emergency Lifting it is a sign of the progress the world has made in these areas, but Covid-19 is here to stay, the WHO has said, even if it no longer represents an emergency. ",COVID-19,"who declares end to covid global health emergency lifting it is a sign of the progress the world has made in these areas, but covid-19 is here to stay, the who has said, even if it no longer represents an emergency. ","declares end covid global health emergency lifting sign progress world made areas , covid-19 stay , said , even longer represents emergency ."
Nepal reports 28 new Covid-19 cases The number of active cases stands at 120. ,COVID-19,nepal reports 28 new covid-19 cases the number of active cases stands at 120. ,nepal reports 28 new covid-19 cases number active cases stands 120 .
"Nepal reports 12 new Covid-19 cases According to the Health Ministry, 966,938 infected people have recovered from the disease so far and the number of active cases stands at 150. ",COVID-19,"nepal reports 12 new covid-19 cases according to the health ministry, 966,938 infected people have recovered from the disease so far and the number of active cases stands at 150. ","nepal reports 12 new covid-19 cases according health ministry , 966,938 infected people recovered disease far number active cases stands 150 ."
OPINION: India’s Covid-19 con India’s statistics have been portrayed as numbers tailored to suit the government’s preferred narrative.  — by @ShashiTharoor,COVID-19,opinion: india’s covid-19 con india’s statistics have been portrayed as numbers tailored to suit the government’s preferred narrative.  — by @shashitharoor,opinion : india ’ covid-19 con india ’ statistics portrayed numbers tailored suit government ’ preferred narrative . — @ shashitharoor
"Nepal logs 18 new Covid-19 cases According to the Health Ministry, 964,398 infected people have recovered from the disease so far and the number of active cases stands at 1,960. ",COVID-19,"nepal logs 18 new covid-19 cases according to the health ministry, 964,398 infected people have recovered from the disease so far and the number of active cases stands at 1,960. ","nepal logs 18 new covid-19 cases according health ministry , 964,398 infected people recovered disease far number active cases stands 1,960 ."
Nepal reports 44 new Covid-19 cases The number of active cases stands at 229. ,COVID-19,nepal reports 44 new covid-19 cases the number of active cases stands at 229. ,nepal reports 44 new covid-19 cases number active cases stands 229 .
